StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,Dem,Flynn D. Broady, Jr.,Absentee by Mail Votes,81453
13,67,Cobb,Dem,Flynn D. Broady, Jr.,Advanced Voting Votes,87355
13,67,Cobb,Dem,Flynn D. Broady, Jr.,Election Day Votes,28449
13,67,Cobb,Dem,Flynn D. Broady, Jr.,Provisional Votes,294
13,67,Cobb,Dem,Flynn D. Broady, Jr.,TOTAL VOTES,197551
13,67,Cobb,I) (Rep,Joyette Holmes,Absentee by Mail Votes,62861
13,67,Cobb,I) (Rep,Joyette Holmes,Advanced Voting Votes,84076
13,67,Cobb,I) (Rep,Joyette Holmes,Election Day Votes,40117
13,67,Cobb,I) (Rep,Joyette Holmes,Provisional Votes,187
13,67,Cobb,I) (Rep,Joyette Holmes,TOTAL VOTES,187241
