StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,115,Floyd,I) (Rep,Leigh E. Patterson,Absentee by Mail Votes,6212
13,115,Floyd,I) (Rep,Leigh E. Patterson,Advanced Voting Votes,16962
13,115,Floyd,I) (Rep,Leigh E. Patterson,Election Day Votes,9008
13,115,Floyd,I) (Rep,Leigh E. Patterson,Provisional Votes,111
13,115,Floyd,I) (Rep,Leigh E. Patterson,TOTAL VOTES,32293
