StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,121,Fulton,Dem,Fani Willis,Absentee by Mail Votes,120294
13,121,Fulton,Dem,Fani Willis,Advanced Voting Votes,259000
13,121,Fulton,Dem,Fani Willis,Election Day Votes,46741
13,121,Fulton,Dem,Fani Willis,Provisional Votes,2782
13,121,Fulton,Dem,Fani Willis,TOTAL VOTES,428817
