StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,129,Gordon,I) (Rep,Matt Barton,Absentee by Mail Votes,2585
13,129,Gordon,I) (Rep,Matt Barton,Advanced Voting Votes,9321
13,129,Gordon,I) (Rep,Matt Barton,Election Day Votes,5748
13,129,Gordon,I) (Rep,Matt Barton,Provisional Votes,10
13,129,Gordon,I) (Rep,Matt Barton,TOTAL VOTES,17664
13,213,Murray,I) (Rep,Matt Barton,Absentee by Mail Votes,216
13,213,Murray,I) (Rep,Matt Barton,Advanced Voting Votes,839
13,213,Murray,I) (Rep,Matt Barton,Election Day Votes,702
13,213,Murray,I) (Rep,Matt Barton,Provisional Votes,0
13,213,Murray,I) (Rep,Matt Barton,TOTAL VOTES,1757
