StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Dem,Erica Thomas,Absentee by Mail Votes,7333
13,67,Cobb,I) (Dem,Erica Thomas,Advanced Voting Votes,10295
13,67,Cobb,I) (Dem,Erica Thomas,Election Day Votes,2963
13,67,Cobb,I) (Dem,Erica Thomas,Provisional Votes,21
13,67,Cobb,I) (Dem,Erica Thomas,TOTAL VOTES,20612
13,67,Cobb,Rep,Jim Hickey,Absentee by Mail Votes,1445
13,67,Cobb,Rep,Jim Hickey,Advanced Voting Votes,2004
13,67,Cobb,Rep,Jim Hickey,Election Day Votes,961
13,67,Cobb,Rep,Jim Hickey,Provisional Votes,1
13,67,Cobb,Rep,Jim Hickey,TOTAL VOTES,4411
