StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,73,Columbia,I) (Rep,Barry Fleming,Absentee by Mail Votes,2930
13,73,Columbia,I) (Rep,Barry Fleming,Advanced Voting Votes,11453
13,73,Columbia,I) (Rep,Barry Fleming,Election Day Votes,5073
13,73,Columbia,I) (Rep,Barry Fleming,Provisional Votes,19
13,73,Columbia,I) (Rep,Barry Fleming,TOTAL VOTES,19475
13,189,McDuffie,I) (Rep,Barry Fleming,Absentee by Mail Votes,1206
13,189,McDuffie,I) (Rep,Barry Fleming,Advanced Voting Votes,4620
13,189,McDuffie,I) (Rep,Barry Fleming,Election Day Votes,990
13,189,McDuffie,I) (Rep,Barry Fleming,Provisional Votes,0
13,189,McDuffie,I) (Rep,Barry Fleming,TOTAL VOTES,6816
