StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,135,Gwinnett,I) (Rep,David Clark,Absentee by Mail Votes,3876
13,135,Gwinnett,I) (Rep,David Clark,Advanced Voting Votes,11048
13,135,Gwinnett,I) (Rep,David Clark,Election Day Votes,3650
13,135,Gwinnett,I) (Rep,David Clark,Provisional Votes,21
13,135,Gwinnett,I) (Rep,David Clark,TOTAL VOTES,18595
13,135,Gwinnett,Dem,Taeho Cho,Absentee by Mail Votes,4482
13,135,Gwinnett,Dem,Taeho Cho,Advanced Voting Votes,6675
13,135,Gwinnett,Dem,Taeho Cho,Election Day Votes,1720
13,135,Gwinnett,Dem,Taeho Cho,Provisional Votes,11
13,135,Gwinnett,Dem,Taeho Cho,TOTAL VOTES,12888
