StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,121,Fulton,I) (Rep,Charles E. ""Chuck"" Martin,Absentee by Mail Votes,3758
13,121,Fulton,I) (Rep,Charles E. ""Chuck"" Martin,Advanced Voting Votes,11184
13,121,Fulton,I) (Rep,Charles E. ""Chuck"" Martin,Election Day Votes,1957
13,121,Fulton,I) (Rep,Charles E. ""Chuck"" Martin,Provisional Votes,59
13,121,Fulton,I) (Rep,Charles E. ""Chuck"" Martin,TOTAL VOTES,16958
13,121,Fulton,Dem,Jason T. Hayes,Absentee by Mail Votes,5119
13,121,Fulton,Dem,Jason T. Hayes,Advanced Voting Votes,8943
13,121,Fulton,Dem,Jason T. Hayes,Election Day Votes,1029
13,121,Fulton,Dem,Jason T. Hayes,Provisional Votes,63
13,121,Fulton,Dem,Jason T. Hayes,TOTAL VOTES,15154
