StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,157,Jackson,Dem,Pete Fuller,Absentee by Mail Votes,2267
13,157,Jackson,Dem,Pete Fuller,Advanced Voting Votes,3384
13,157,Jackson,Dem,Pete Fuller,Election Day Votes,872
13,157,Jackson,Dem,Pete Fuller,Provisional Votes,1
13,157,Jackson,Dem,Pete Fuller,TOTAL VOTES,6524
13,157,Jackson,I) (Rep,Tommy Benton,Absentee by Mail Votes,3949
13,157,Jackson,I) (Rep,Tommy Benton,Advanced Voting Votes,18309
13,157,Jackson,I) (Rep,Tommy Benton,Election Day Votes,4369
13,157,Jackson,I) (Rep,Tommy Benton,Provisional Votes,5
13,157,Jackson,I) (Rep,Tommy Benton,TOTAL VOTES,26632
