StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,97,Douglas,Dem,Angela Mayfield,Absentee by Mail Votes,2560
13,97,Douglas,Dem,Angela Mayfield,Advanced Voting Votes,3593
13,97,Douglas,Dem,Angela Mayfield,Election Day Votes,1211
13,97,Douglas,Dem,Angela Mayfield,Provisional Votes,5
13,97,Douglas,Dem,Angela Mayfield,TOTAL VOTES,7369
13,97,Douglas,I) (Rep,Micah Gravley,Absentee by Mail Votes,2001
13,97,Douglas,I) (Rep,Micah Gravley,Advanced Voting Votes,5566
13,97,Douglas,I) (Rep,Micah Gravley,Election Day Votes,2034
13,97,Douglas,I) (Rep,Micah Gravley,Provisional Votes,3
13,97,Douglas,I) (Rep,Micah Gravley,TOTAL VOTES,9604
13,223,Paulding,Dem,Angela Mayfield,Absentee by Mail Votes,1098
13,223,Paulding,Dem,Angela Mayfield,Advanced Voting Votes,1818
13,223,Paulding,Dem,Angela Mayfield,Election Day Votes,496
13,223,Paulding,Dem,Angela Mayfield,Provisional Votes,0
13,223,Paulding,Dem,Angela Mayfield,TOTAL VOTES,3412
13,223,Paulding,I) (Rep,Micah Gravley,Absentee by Mail Votes,1138
13,223,Paulding,I) (Rep,Micah Gravley,Advanced Voting Votes,5381
13,223,Paulding,I) (Rep,Micah Gravley,Election Day Votes,1518
13,223,Paulding,I) (Rep,Micah Gravley,Provisional Votes,0
13,223,Paulding,I) (Rep,Micah Gravley,TOTAL VOTES,8037
