StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,125,Glascock,I) (Dem,Mack Jackson,Absentee by Mail Votes,115
13,125,Glascock,I) (Dem,Mack Jackson,Advanced Voting Votes,400
13,125,Glascock,I) (Dem,Mack Jackson,Election Day Votes,270
13,125,Glascock,I) (Dem,Mack Jackson,Provisional Votes,0
13,125,Glascock,I) (Dem,Mack Jackson,TOTAL VOTES,785
13,141,Hancock,I) (Dem,Mack Jackson,Absentee by Mail Votes,1200
13,141,Hancock,I) (Dem,Mack Jackson,Advanced Voting Votes,1312
13,141,Hancock,I) (Dem,Mack Jackson,Election Day Votes,721
13,141,Hancock,I) (Dem,Mack Jackson,Provisional Votes,2
13,141,Hancock,I) (Dem,Mack Jackson,TOTAL VOTES,3235
13,163,Jefferson,I) (Dem,Mack Jackson,Absentee by Mail Votes,362
13,163,Jefferson,I) (Dem,Mack Jackson,Advanced Voting Votes,506
13,163,Jefferson,I) (Dem,Mack Jackson,Election Day Votes,362
13,163,Jefferson,I) (Dem,Mack Jackson,Provisional Votes,0
13,163,Jefferson,I) (Dem,Mack Jackson,TOTAL VOTES,1230
13,167,Johnson,I) (Dem,Mack Jackson,Absentee by Mail Votes,309
13,167,Johnson,I) (Dem,Mack Jackson,Advanced Voting Votes,855
13,167,Johnson,I) (Dem,Mack Jackson,Election Day Votes,251
13,167,Johnson,I) (Dem,Mack Jackson,Provisional Votes,0
13,167,Johnson,I) (Dem,Mack Jackson,TOTAL VOTES,1415
13,189,McDuffie,I) (Dem,Mack Jackson,Absentee by Mail Votes,540
13,189,McDuffie,I) (Dem,Mack Jackson,Advanced Voting Votes,916
13,189,McDuffie,I) (Dem,Mack Jackson,Election Day Votes,239
13,189,McDuffie,I) (Dem,Mack Jackson,Provisional Votes,0
13,189,McDuffie,I) (Dem,Mack Jackson,TOTAL VOTES,1695
13,301,Warren,I) (Dem,Mack Jackson,Absentee by Mail Votes,632
13,301,Warren,I) (Dem,Mack Jackson,Advanced Voting Votes,1029
13,301,Warren,I) (Dem,Mack Jackson,Election Day Votes,396
13,301,Warren,I) (Dem,Mack Jackson,Provisional Votes,0
13,301,Warren,I) (Dem,Mack Jackson,TOTAL VOTES,2057
13,303,Washington,I) (Dem,Mack Jackson,Absentee by Mail Votes,2215
13,303,Washington,I) (Dem,Mack Jackson,Advanced Voting Votes,3444
13,303,Washington,I) (Dem,Mack Jackson,Election Day Votes,1993
13,303,Washington,I) (Dem,Mack Jackson,Provisional Votes,9
13,303,Washington,I) (Dem,Mack Jackson,TOTAL VOTES,7661
