StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,121,Fulton,I) (Dem,Betsy Holland,Absentee by Mail Votes,7404
13,121,Fulton,I) (Dem,Betsy Holland,Advanced Voting Votes,12185
13,121,Fulton,I) (Dem,Betsy Holland,Election Day Votes,1698
13,121,Fulton,I) (Dem,Betsy Holland,Provisional Votes,78
13,121,Fulton,I) (Dem,Betsy Holland,TOTAL VOTES,21365
13,121,Fulton,Rep,Lyndsey Rudder,Absentee by Mail Votes,3631
13,121,Fulton,Rep,Lyndsey Rudder,Advanced Voting Votes,9715
13,121,Fulton,Rep,Lyndsey Rudder,Election Day Votes,2075
13,121,Fulton,Rep,Lyndsey Rudder,Provisional Votes,84
13,121,Fulton,Rep,Lyndsey Rudder,TOTAL VOTES,15505
