StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,213,Murray,I) (Rep,Jason T. Ridley,Absentee by Mail Votes,636
13,213,Murray,I) (Rep,Jason T. Ridley,Advanced Voting Votes,3534
13,213,Murray,I) (Rep,Jason T. Ridley,Election Day Votes,1849
13,213,Murray,I) (Rep,Jason T. Ridley,Provisional Votes,0
13,213,Murray,I) (Rep,Jason T. Ridley,TOTAL VOTES,6019
13,313,Whitfield,I) (Rep,Jason T. Ridley,Absentee by Mail Votes,1773
13,313,Whitfield,I) (Rep,Jason T. Ridley,Advanced Voting Votes,6131
13,313,Whitfield,I) (Rep,Jason T. Ridley,Election Day Votes,4292
13,313,Whitfield,I) (Rep,Jason T. Ridley,Provisional Votes,12
13,313,Whitfield,I) (Rep,Jason T. Ridley,TOTAL VOTES,12208
