StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,117,Forsyth,Dem,Natalie Bucsko,Absentee by Mail Votes,3621
13,117,Forsyth,Dem,Natalie Bucsko,Advanced Voting Votes,5704
13,117,Forsyth,Dem,Natalie Bucsko,Election Day Votes,807
13,117,Forsyth,Dem,Natalie Bucsko,Provisional Votes,4
13,117,Forsyth,Dem,Natalie Bucsko,TOTAL VOTES,10136
13,117,Forsyth,I) (Rep,Sheri Smallwood Gilligan,Absentee by Mail Votes,4888
13,117,Forsyth,I) (Rep,Sheri Smallwood Gilligan,Advanced Voting Votes,20012
13,117,Forsyth,I) (Rep,Sheri Smallwood Gilligan,Election Day Votes,3001
13,117,Forsyth,I) (Rep,Sheri Smallwood Gilligan,Provisional Votes,11
13,117,Forsyth,I) (Rep,Sheri Smallwood Gilligan,TOTAL VOTES,27912
