StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Dem,Erick Eugene Allen,Absentee by Mail Votes,8824
13,67,Cobb,I) (Dem,Erick Eugene Allen,Advanced Voting Votes,8529
13,67,Cobb,I) (Dem,Erick Eugene Allen,Election Day Votes,2192
13,67,Cobb,I) (Dem,Erick Eugene Allen,Provisional Votes,8
13,67,Cobb,I) (Dem,Erick Eugene Allen,TOTAL VOTES,19553
13,67,Cobb,Rep,Taryn Chilivis Bowman,Absentee by Mail Votes,5131
13,67,Cobb,Rep,Taryn Chilivis Bowman,Advanced Voting Votes,5726
13,67,Cobb,Rep,Taryn Chilivis Bowman,Election Day Votes,2769
13,67,Cobb,Rep,Taryn Chilivis Bowman,Provisional Votes,7
13,67,Cobb,Rep,Taryn Chilivis Bowman,TOTAL VOTES,13633
13,121,Fulton,I) (Dem,Erick Eugene Allen,Absentee by Mail Votes,343
13,121,Fulton,I) (Dem,Erick Eugene Allen,Advanced Voting Votes,718
13,121,Fulton,I) (Dem,Erick Eugene Allen,Election Day Votes,95
13,121,Fulton,I) (Dem,Erick Eugene Allen,Provisional Votes,6
13,121,Fulton,I) (Dem,Erick Eugene Allen,TOTAL VOTES,1162
13,121,Fulton,Rep,Taryn Chilivis Bowman,Absentee by Mail Votes,258
13,121,Fulton,Rep,Taryn Chilivis Bowman,Advanced Voting Votes,719
13,121,Fulton,Rep,Taryn Chilivis Bowman,Election Day Votes,160
13,121,Fulton,Rep,Taryn Chilivis Bowman,Provisional Votes,3
13,121,Fulton,Rep,Taryn Chilivis Bowman,TOTAL VOTES,1140
