StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,29,Bryan,I) (Rep,Jesse Petrea,Absentee by Mail Votes,586
13,29,Bryan,I) (Rep,Jesse Petrea,Advanced Voting Votes,3811
13,29,Bryan,I) (Rep,Jesse Petrea,Election Day Votes,700
13,29,Bryan,I) (Rep,Jesse Petrea,Provisional Votes,0
13,29,Bryan,I) (Rep,Jesse Petrea,TOTAL VOTES,5097
13,29,Bryan,Dem,Michael Mack,Absentee by Mail Votes,596
13,29,Bryan,Dem,Michael Mack,Advanced Voting Votes,1069
13,29,Bryan,Dem,Michael Mack,Election Day Votes,136
13,29,Bryan,Dem,Michael Mack,Provisional Votes,0
13,29,Bryan,Dem,Michael Mack,TOTAL VOTES,1801
13,51,Chatham,I) (Rep,Jesse Petrea,Absentee by Mail Votes,5242
13,51,Chatham,I) (Rep,Jesse Petrea,Advanced Voting Votes,7983
13,51,Chatham,I) (Rep,Jesse Petrea,Election Day Votes,7710
13,51,Chatham,I) (Rep,Jesse Petrea,Provisional Votes,26
13,51,Chatham,I) (Rep,Jesse Petrea,TOTAL VOTES,20961
13,51,Chatham,Dem,Michael Mack,Absentee by Mail Votes,4436
13,51,Chatham,Dem,Michael Mack,Advanced Voting Votes,3234
13,51,Chatham,Dem,Michael Mack,Election Day Votes,1635
13,51,Chatham,Dem,Michael Mack,Provisional Votes,9
13,51,Chatham,Dem,Michael Mack,TOTAL VOTES,9314
