StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,113,Fayette,I) (Dem,Derrick L. Jackson,Absentee by Mail Votes,3044
13,113,Fayette,I) (Dem,Derrick L. Jackson,Advanced Voting Votes,6385
13,113,Fayette,I) (Dem,Derrick L. Jackson,Election Day Votes,1273
13,113,Fayette,I) (Dem,Derrick L. Jackson,Provisional Votes,0
13,113,Fayette,I) (Dem,Derrick L. Jackson,TOTAL VOTES,10702
13,121,Fulton,I) (Dem,Derrick L. Jackson,Absentee by Mail Votes,4241
13,121,Fulton,I) (Dem,Derrick L. Jackson,Advanced Voting Votes,9567
13,121,Fulton,I) (Dem,Derrick L. Jackson,Election Day Votes,1995
13,121,Fulton,I) (Dem,Derrick L. Jackson,Provisional Votes,70
13,121,Fulton,I) (Dem,Derrick L. Jackson,TOTAL VOTES,15873
