StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,13,Barrow,Dem,""Mokah"" Jasmine Johnson,Absentee by Mail Votes,265
13,13,Barrow,Dem,""Mokah"" Jasmine Johnson,Advanced Voting Votes,422
13,13,Barrow,Dem,""Mokah"" Jasmine Johnson,Election Day Votes,127
13,13,Barrow,Dem,""Mokah"" Jasmine Johnson,Provisional Votes,0
13,13,Barrow,Dem,""Mokah"" Jasmine Johnson,TOTAL VOTES,814
13,13,Barrow,I) (Rep,Houston Gaines,Absentee by Mail Votes,294
13,13,Barrow,I) (Rep,Houston Gaines,Advanced Voting Votes,1393
13,13,Barrow,I) (Rep,Houston Gaines,Election Day Votes,556
13,13,Barrow,I) (Rep,Houston Gaines,Provisional Votes,0
13,13,Barrow,I) (Rep,Houston Gaines,TOTAL VOTES,2243
13,59,Clarke,Dem,""Mokah"" Jasmine Johnson,Absentee by Mail Votes,3791
13,59,Clarke,Dem,""Mokah"" Jasmine Johnson,Advanced Voting Votes,4112
13,59,Clarke,Dem,""Mokah"" Jasmine Johnson,Election Day Votes,1253
13,59,Clarke,Dem,""Mokah"" Jasmine Johnson,Provisional Votes,9
13,59,Clarke,Dem,""Mokah"" Jasmine Johnson,TOTAL VOTES,9165
13,59,Clarke,I) (Rep,Houston Gaines,Absentee by Mail Votes,2084
13,59,Clarke,I) (Rep,Houston Gaines,Advanced Voting Votes,3185
13,59,Clarke,I) (Rep,Houston Gaines,Election Day Votes,1259
13,59,Clarke,I) (Rep,Houston Gaines,Provisional Votes,3
13,59,Clarke,I) (Rep,Houston Gaines,TOTAL VOTES,6531
13,157,Jackson,Dem,""Mokah"" Jasmine Johnson,Absentee by Mail Votes,336
13,157,Jackson,Dem,""Mokah"" Jasmine Johnson,Advanced Voting Votes,403
13,157,Jackson,Dem,""Mokah"" Jasmine Johnson,Election Day Votes,146
13,157,Jackson,Dem,""Mokah"" Jasmine Johnson,Provisional Votes,0
13,157,Jackson,Dem,""Mokah"" Jasmine Johnson,TOTAL VOTES,885
13,157,Jackson,I) (Rep,Houston Gaines,Absentee by Mail Votes,502
13,157,Jackson,I) (Rep,Houston Gaines,Advanced Voting Votes,1611
13,157,Jackson,I) (Rep,Houston Gaines,Election Day Votes,591
13,157,Jackson,I) (Rep,Houston Gaines,Provisional Votes,1
13,157,Jackson,I) (Rep,Houston Gaines,TOTAL VOTES,2705
13,219,Oconee,Dem,""Mokah"" Jasmine Johnson,Absentee by Mail Votes,832
13,219,Oconee,Dem,""Mokah"" Jasmine Johnson,Advanced Voting Votes,1062
13,219,Oconee,Dem,""Mokah"" Jasmine Johnson,Election Day Votes,181
13,219,Oconee,Dem,""Mokah"" Jasmine Johnson,Provisional Votes,0
13,219,Oconee,Dem,""Mokah"" Jasmine Johnson,TOTAL VOTES,2075
13,219,Oconee,I) (Rep,Houston Gaines,Absentee by Mail Votes,1147
13,219,Oconee,I) (Rep,Houston Gaines,Advanced Voting Votes,3492
13,219,Oconee,I) (Rep,Houston Gaines,Election Day Votes,741
13,219,Oconee,I) (Rep,Houston Gaines,Provisional Votes,0
13,219,Oconee,I) (Rep,Houston Gaines,TOTAL VOTES,5380
