StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,89,DeKalb,Rep,Andrea Johnson,Absentee by Mail Votes,2724
13,89,DeKalb,Rep,Andrea Johnson,Advanced Voting Votes,6443
13,89,DeKalb,Rep,Andrea Johnson,Election Day Votes,1990
13,89,DeKalb,Rep,Andrea Johnson,Provisional Votes,28
13,89,DeKalb,Rep,Andrea Johnson,TOTAL VOTES,11185
13,89,DeKalb,I) (Dem,Michael S. Wilensky,Absentee by Mail Votes,5690
13,89,DeKalb,I) (Dem,Michael S. Wilensky,Advanced Voting Votes,9288
13,89,DeKalb,I) (Dem,Michael S. Wilensky,Election Day Votes,1586
13,89,DeKalb,I) (Dem,Michael S. Wilensky,Provisional Votes,38
13,89,DeKalb,I) (Dem,Michael S. Wilensky,TOTAL VOTES,16602
