StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Rep,Bert Reeves,Absentee by Mail Votes,5240
13,67,Cobb,I) (Rep,Bert Reeves,Advanced Voting Votes,7895
13,67,Cobb,I) (Rep,Bert Reeves,Election Day Votes,3744
13,67,Cobb,I) (Rep,Bert Reeves,Provisional Votes,9
13,67,Cobb,I) (Rep,Bert Reeves,TOTAL VOTES,16888
13,67,Cobb,Dem,Priscilla G. Smith,Absentee by Mail Votes,5322
13,67,Cobb,Dem,Priscilla G. Smith,Advanced Voting Votes,5891
13,67,Cobb,Dem,Priscilla G. Smith,Election Day Votes,1971
13,67,Cobb,Dem,Priscilla G. Smith,Provisional Votes,15
13,67,Cobb,Dem,Priscilla G. Smith,TOTAL VOTES,13199
