StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Dem,Mary Frances Williams,Absentee by Mail Votes,6798
13,67,Cobb,I) (Dem,Mary Frances Williams,Advanced Voting Votes,6595
13,67,Cobb,I) (Dem,Mary Frances Williams,Election Day Votes,2547
13,67,Cobb,I) (Dem,Mary Frances Williams,Provisional Votes,6
13,67,Cobb,I) (Dem,Mary Frances Williams,TOTAL VOTES,15946
13,67,Cobb,Rep,Rose Wing,Absentee by Mail Votes,4439
13,67,Cobb,Rep,Rose Wing,Advanced Voting Votes,5730
13,67,Cobb,Rep,Rose Wing,Election Day Votes,3426
13,67,Cobb,Rep,Rose Wing,Provisional Votes,8
13,67,Cobb,Rep,Rose Wing,TOTAL VOTES,13603
