StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,145,Harris,Dem,Carl Sprayberry,Absentee by Mail Votes,530
13,145,Harris,Dem,Carl Sprayberry,Advanced Voting Votes,653
13,145,Harris,Dem,Carl Sprayberry,Election Day Votes,227
13,145,Harris,Dem,Carl Sprayberry,Provisional Votes,0
13,145,Harris,Dem,Carl Sprayberry,TOTAL VOTES,1410
13,145,Harris,I) (Rep,Richard H. Smith,Absentee by Mail Votes,668
13,145,Harris,I) (Rep,Richard H. Smith,Advanced Voting Votes,2003
13,145,Harris,I) (Rep,Richard H. Smith,Election Day Votes,1463
13,145,Harris,I) (Rep,Richard H. Smith,Provisional Votes,1
13,145,Harris,I) (Rep,Richard H. Smith,TOTAL VOTES,4135
13,215,Muscogee,Dem,Carl Sprayberry,Absentee by Mail Votes,2841
13,215,Muscogee,Dem,Carl Sprayberry,Advanced Voting Votes,4284
13,215,Muscogee,Dem,Carl Sprayberry,Election Day Votes,1275
13,215,Muscogee,Dem,Carl Sprayberry,Provisional Votes,1
13,215,Muscogee,Dem,Carl Sprayberry,TOTAL VOTES,8401
13,215,Muscogee,I) (Rep,Richard H. Smith,Absentee by Mail Votes,2898
13,215,Muscogee,I) (Rep,Richard H. Smith,Advanced Voting Votes,7499
13,215,Muscogee,I) (Rep,Richard H. Smith,Election Day Votes,3045
13,215,Muscogee,I) (Rep,Richard H. Smith,Provisional Votes,4
13,215,Muscogee,I) (Rep,Richard H. Smith,TOTAL VOTES,13446
