StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,135,Gwinnett,I) (Dem,Gregg Kennard,Absentee by Mail Votes,4837
13,135,Gwinnett,I) (Dem,Gregg Kennard,Advanced Voting Votes,7217
13,135,Gwinnett,I) (Dem,Gregg Kennard,Election Day Votes,2075
13,135,Gwinnett,I) (Dem,Gregg Kennard,Provisional Votes,5
13,135,Gwinnett,I) (Dem,Gregg Kennard,TOTAL VOTES,14134
13,135,Gwinnett,Rep,Soo Hong,Absentee by Mail Votes,3254
13,135,Gwinnett,Rep,Soo Hong,Advanced Voting Votes,7072
13,135,Gwinnett,Rep,Soo Hong,Election Day Votes,2984
13,135,Gwinnett,Rep,Soo Hong,Provisional Votes,3
13,135,Gwinnett,Rep,Soo Hong,TOTAL VOTES,13313
