StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,217,Newton,Dem,Sharon Henderson,Absentee by Mail Votes,6755
13,217,Newton,Dem,Sharon Henderson,Advanced Voting Votes,8918
13,217,Newton,Dem,Sharon Henderson,Election Day Votes,5232
13,217,Newton,Dem,Sharon Henderson,Provisional Votes,13
13,217,Newton,Dem,Sharon Henderson,TOTAL VOTES,20918
13,247,Rockdale,Dem,Sharon Henderson,Absentee by Mail Votes,817
13,247,Rockdale,Dem,Sharon Henderson,Advanced Voting Votes,1672
13,247,Rockdale,Dem,Sharon Henderson,Election Day Votes,327
13,247,Rockdale,Dem,Sharon Henderson,Provisional Votes,0
13,247,Rockdale,Dem,Sharon Henderson,TOTAL VOTES,2816
