StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,13,Barrow,I) (Rep,Tom Kirby,Absentee by Mail Votes,865
13,13,Barrow,I) (Rep,Tom Kirby,Advanced Voting Votes,3030
13,13,Barrow,I) (Rep,Tom Kirby,Election Day Votes,1122
13,13,Barrow,I) (Rep,Tom Kirby,Provisional Votes,2
13,13,Barrow,I) (Rep,Tom Kirby,TOTAL VOTES,5019
13,135,Gwinnett,I) (Rep,Tom Kirby,Absentee by Mail Votes,849
13,135,Gwinnett,I) (Rep,Tom Kirby,Advanced Voting Votes,2270
13,135,Gwinnett,I) (Rep,Tom Kirby,Election Day Votes,604
13,135,Gwinnett,I) (Rep,Tom Kirby,Provisional Votes,0
13,135,Gwinnett,I) (Rep,Tom Kirby,TOTAL VOTES,3723
13,247,Rockdale,I) (Rep,Tom Kirby,Absentee by Mail Votes,366
13,247,Rockdale,I) (Rep,Tom Kirby,Advanced Voting Votes,1095
13,247,Rockdale,I) (Rep,Tom Kirby,Election Day Votes,450
13,247,Rockdale,I) (Rep,Tom Kirby,Provisional Votes,0
13,247,Rockdale,I) (Rep,Tom Kirby,TOTAL VOTES,1911
13,297,Walton,I) (Rep,Tom Kirby,Absentee by Mail Votes,3248
13,297,Walton,I) (Rep,Tom Kirby,Advanced Voting Votes,10185
13,297,Walton,I) (Rep,Tom Kirby,Election Day Votes,3184
13,297,Walton,I) (Rep,Tom Kirby,Provisional Votes,0
13,297,Walton,I) (Rep,Tom Kirby,TOTAL VOTES,16617
