StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,297,Walton,I) (Rep,Bruce Williamson,Absentee by Mail Votes,3603
13,297,Walton,I) (Rep,Bruce Williamson,Advanced Voting Votes,13730
13,297,Walton,I) (Rep,Bruce Williamson,Election Day Votes,6307
13,297,Walton,I) (Rep,Bruce Williamson,Provisional Votes,0
13,297,Walton,I) (Rep,Bruce Williamson,TOTAL VOTES,23640
13,297,Walton,Dem,Debbie Reed,Absentee by Mail Votes,2300
13,297,Walton,Dem,Debbie Reed,Advanced Voting Votes,3281
13,297,Walton,Dem,Debbie Reed,Election Day Votes,1275
13,297,Walton,Dem,Debbie Reed,Provisional Votes,0
13,297,Walton,Dem,Debbie Reed,TOTAL VOTES,6856
