StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,17,Ben Hill,I) (Rep,Clay Pirkle,Absentee by Mail Votes,534
13,17,Ben Hill,I) (Rep,Clay Pirkle,Advanced Voting Votes,3107
13,17,Ben Hill,I) (Rep,Clay Pirkle,Election Day Votes,424
13,17,Ben Hill,I) (Rep,Clay Pirkle,Provisional Votes,0
13,17,Ben Hill,I) (Rep,Clay Pirkle,TOTAL VOTES,4065
13,17,Ben Hill,Dem,Lethia Jones Kittrell,Absentee by Mail Votes,696
13,17,Ben Hill,Dem,Lethia Jones Kittrell,Advanced Voting Votes,1332
13,17,Ben Hill,Dem,Lethia Jones Kittrell,Election Day Votes,346
13,17,Ben Hill,Dem,Lethia Jones Kittrell,Provisional Votes,0
13,17,Ben Hill,Dem,Lethia Jones Kittrell,TOTAL VOTES,2374
13,69,Coffee,I) (Rep,Clay Pirkle,Absentee by Mail Votes,130
13,69,Coffee,I) (Rep,Clay Pirkle,Advanced Voting Votes,1064
13,69,Coffee,I) (Rep,Clay Pirkle,Election Day Votes,569
13,69,Coffee,I) (Rep,Clay Pirkle,Provisional Votes,0
13,69,Coffee,I) (Rep,Clay Pirkle,TOTAL VOTES,1763
13,69,Coffee,Dem,Lethia Jones Kittrell,Absentee by Mail Votes,73
13,69,Coffee,Dem,Lethia Jones Kittrell,Advanced Voting Votes,223
13,69,Coffee,Dem,Lethia Jones Kittrell,Election Day Votes,163
13,69,Coffee,Dem,Lethia Jones Kittrell,Provisional Votes,0
13,69,Coffee,Dem,Lethia Jones Kittrell,TOTAL VOTES,459
13,155,Irwin,I) (Rep,Clay Pirkle,Absentee by Mail Votes,379
13,155,Irwin,I) (Rep,Clay Pirkle,Advanced Voting Votes,2104
13,155,Irwin,I) (Rep,Clay Pirkle,Election Day Votes,653
13,155,Irwin,I) (Rep,Clay Pirkle,Provisional Votes,3
13,155,Irwin,I) (Rep,Clay Pirkle,TOTAL VOTES,3139
13,155,Irwin,Dem,Lethia Jones Kittrell,Absentee by Mail Votes,241
13,155,Irwin,Dem,Lethia Jones Kittrell,Advanced Voting Votes,494
13,155,Irwin,Dem,Lethia Jones Kittrell,Election Day Votes,227
13,155,Irwin,Dem,Lethia Jones Kittrell,Provisional Votes,2
13,155,Irwin,Dem,Lethia Jones Kittrell,TOTAL VOTES,964
13,277,Tift,I) (Rep,Clay Pirkle,Absentee by Mail Votes,562
13,277,Tift,I) (Rep,Clay Pirkle,Advanced Voting Votes,3009
13,277,Tift,I) (Rep,Clay Pirkle,Election Day Votes,1146
13,277,Tift,I) (Rep,Clay Pirkle,Provisional Votes,2
13,277,Tift,I) (Rep,Clay Pirkle,TOTAL VOTES,4719
13,277,Tift,Dem,Lethia Jones Kittrell,Absentee by Mail Votes,289
13,277,Tift,Dem,Lethia Jones Kittrell,Advanced Voting Votes,631
13,277,Tift,Dem,Lethia Jones Kittrell,Election Day Votes,238
13,277,Tift,Dem,Lethia Jones Kittrell,Provisional Votes,0
13,277,Tift,Dem,Lethia Jones Kittrell,TOTAL VOTES,1158
13,287,Turner,I) (Rep,Clay Pirkle,Absentee by Mail Votes,256
13,287,Turner,I) (Rep,Clay Pirkle,Advanced Voting Votes,1794
13,287,Turner,I) (Rep,Clay Pirkle,Election Day Votes,395
13,287,Turner,I) (Rep,Clay Pirkle,Provisional Votes,1
13,287,Turner,I) (Rep,Clay Pirkle,TOTAL VOTES,2446
13,287,Turner,Dem,Lethia Jones Kittrell,Absentee by Mail Votes,257
13,287,Turner,Dem,Lethia Jones Kittrell,Advanced Voting Votes,697
13,287,Turner,Dem,Lethia Jones Kittrell,Election Day Votes,304
13,287,Turner,Dem,Lethia Jones Kittrell,Provisional Votes,1
13,287,Turner,Dem,Lethia Jones Kittrell,TOTAL VOTES,1259
