StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,57,Cherokee,Rep,Brad Thomas,Absentee by Mail Votes,4944
13,57,Cherokee,Rep,Brad Thomas,Advanced Voting Votes,14992
13,57,Cherokee,Rep,Brad Thomas,Election Day Votes,5851
13,57,Cherokee,Rep,Brad Thomas,Provisional Votes,0
13,57,Cherokee,Rep,Brad Thomas,TOTAL VOTES,25787
13,57,Cherokee,Dem,William D. Hughes,Absentee by Mail Votes,3662
13,57,Cherokee,Dem,William D. Hughes,Advanced Voting Votes,4608
13,57,Cherokee,Dem,William D. Hughes,Election Day Votes,1411
13,57,Cherokee,Dem,William D. Hughes,Provisional Votes,0
13,57,Cherokee,Dem,William D. Hughes,TOTAL VOTES,9681
